HUC8,HUC4,Region,triplet1,triplet2,triplet3,triplet1last,triplet2last,triplet3last,BCG,BCG1,BCG2,BCG3,HUC8scenario,tripletscenario,HUC4scenario,HUC8area,HUC4area,tripletarea,HUC8states,triplestates,HUC4states
18010211,1801,NW,18010211,18010212,18010210,0211,0212,0210,3,3,3,3,1,1,3,2037.7,26162.9,3721.1,California,California,California and Oregon
18010101,1801,NW,18010101,18010209,18010102,0101,0209,0102,3,3,5,4,1,3,3,980.6,26162.9,3934.6,California and Oregon,California and Oregon,California and Oregon
18010106,1801,NW,18010106,18010107,18010105,0106,0107,0105,4,4,4,6,2,3,3,689.2,26162.9,2966.7,California,California,California and Oregon
18010209,1801,NW,18010209,18010208,18010210,0209,0208,0210,5,5,4,3,3,3,3,1531.5,26162.9,3097,California and Oregon,California and Oregon,California and Oregon
18010107,1801,NW,18010107,18010106,18010105,0107,0106,0105,4,4,4,6,2,3,3,747.4,26162.9,2966.7,California,California,California and Oregon
18010208,1801,NW,18010208,18010207,18010206,0208,0207,0206,4,4,4,3,2,3,3,814.2,26162.9,3031.6,California,California and Oregon,California and Oregon
18010206,1801,NW,18010206,18010207,18010208,0206,0207,0208,3,3,4,4,1,3,3,1423.4,26162.9,3031.6,California and Oregon,California and Oregon,California and Oregon
18010210,1801,NW,18010210,18010208,18010209,0210,0208,0209,3,3,4,5,1,3,3,751.3,26162.9,3097,California,California and Oregon,California and Oregon
18010207,1801,NW,18010207,18010205,18010206,0207,0205,0206,4,4,4,3,2,3,3,794,26162.9,2824.5,California,California and Oregon,California and Oregon
18010205,1801,NW,18010205,18010207,18010206,0205,0207,0206,4,4,4,3,2,3,3,607.1,26162.9,2824.5,California and Oregon,California and Oregon,California and Oregon
18010212,1801,NW,18010212,18010211,18010210,0212,0211,0210,3,3,3,3,1,1,3,932.1,26162.9,3721.1,California,California,California and Oregon
18010204,1801,NW,18010204,18010202,18010201,0204,0202,0201,6,6,6,4,3,3,3,3024.3,26162.9,6073.3,California and Oregon,California and Oregon,California and Oregon
18010201,1801,NW,18010201,18010202,18010204,0201,0202,0204,4,4,6,6,2,3,3,1438.6,26162.9,6073.3,Oregon,California and Oregon,California and Oregon
18010202,1801,NW,18010202,18010201,18010203,0202,0201,0203,6,6,4,4,3,3,3,1610.4,26162.9,3773,Oregon,Oregon,California and Oregon
18010203,1801,NW,18010203,18010201,18010202,0203,0201,0202,4,4,4,6,2,3,3,724,26162.9,3773,Oregon,Oregon,California and Oregon
